Timestamp,gender,age,state,monthly_income,subscription_reason,subscription_plan,payment,device,pref_time,watch_duration,fav_genre,movie_recom,rating,netflix_recom,feedback
8/9/2023 12:43:20,Female,26 - 35,Melaka,RM1000 - RM2000,"Affordable, Have a wide variety of shows, Good recommendation system",Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,"Weekdays, Weekends",8 to 10 hours,"Fantasy, Horror, Mystery, Romance",Spirited Away,3,4,
8/9/2023 12:44:03,Female,18 - 25,Selangor,Below RM1000,Good recommendation system,Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,Weekends,4 to 7 hours,"Adventure, Comedy, Drama, Musical, Horror, Thriller, Science Fiction, Sports",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,5,
8/9/2023 12:44:34,Male,18 - 25,Selangor,Below RM1000,"Affordable, Have a wide variety of shows, Good recommendation system",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Adventure, Mystery, Science Fiction, Sports",The Amazing Spider-Man,5,5,
8/9/2023 12:45:33,Female,18 - 25,Perlis,Below RM1000,"Affordable, Good video quality",Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smart TVs, Smartphones & Tablets",Weekdays,1 to 3 hours,"Drama, Musical, Romance",Spirited Away,4,4,
8/9/2023 12:46:20,Male,18 - 25,Kelantan,RM0,Have a wide variety of shows,Premium,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",PCs & Laptops,"Weekdays, Weekends",8 to 10 hours,"Adventure, Fantasy, Musical, Thriller",Spirited Away,4,3,
8/9/2023 12:46:33,Male,18 - 25,Kuala Lumpur,Below RM1000,"Affordable, Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smart TVs, Smartphones & Tablets",Weekdays,4 to 7 hours,"Action, Adventure, Comedy, Drama, Horror, Thriller, Mystery, Science Fiction, Sports",The Karate Kid,5,5,
8/9/2023 12:47:25,Female,18 - 25,Melaka,RM0,Affordable,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,1 to 3 hours,"Drama, Fantasy, Musical",Spirited Away,5,5,
8/9/2023 12:47:45,Male,18 - 25,Negeri Sembilan,RM1000 - RM2000,"Good original content, Have a wide variety of shows",Premium,Virtual Cards,"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Drama, Musical, Thriller, Romance",Mr Bean's Holiday,4,1,
8/9/2023 12:48:47,Male,Below 18,Johor,RM0,"Good original content, Good video quality",Mobile,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Adventure, Comedy, Mystery, Science Fiction, Sports",The Amazing Spider-Man,5,4,
8/9/2023 12:49:01,Male,18 - 25,Kuala Lumpur,Below RM1000,Have a wide variety of shows,Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)",PCs & Laptops,"Weekdays, Weekends",8 to 10 hours,"Adventure, Drama, Musical, Thriller, Romance",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,1,
8/9/2023 12:49:26,Female,Below 18,Kelantan,RM0,Have a wide variety of shows,Mobile,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",Smart TVs,Weekends,Less than 1 hour,Drama,Spirited Away,5,4,
8/9/2023 12:50:17,Female,18 - 25,Kuala Lumpur,Below RM1000,Have a wide variety of shows,Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,"Weekdays, Weekends",More than 10 hours,"Action, Drama, Fantasy, Thriller, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 12:51:10,Female,18 - 25,Perak,RM0,Affordable,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,1 to 3 hours,Mystery,The Conjuring,4,5,
8/9/2023 12:51:50,Female,18 - 25,Kuala Lumpur,Below RM1000,Affordable,Mobile,Virtual Cards,PCs & Laptops,Weekdays,1 to 3 hours,"Drama, Musical, Romance",To All The Boys I've Loved Before,4,4,
8/9/2023 12:52:38,Female,18 - 25,Sabah,RM0,"Have a wide variety of shows, Good recommendation system",Basic,Mobile Wallet (eg: Touch 'n Go),"Smart TVs, Smartphones & Tablets, PCs & Laptops",Weekends,4 to 7 hours,"Action, Adventure, Comedy, Horror, Thriller, Mystery, Romance",The Conjuring,4,4,
8/9/2023 12:53:16,Female,18 - 25,Selangor,Below RM1000,"Good original content, Have a wide variety of shows, Good recommendation system",Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",Smart TVs,Weekends,1 to 3 hours,"Action, Adventure, Comedy",The Amazing Spider-Man,3,3,
8/9/2023 12:54:13,Male,18 - 25,Negeri Sembilan,RM0,"Affordable, Good original content",Mobile,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",4 to 7 hours,"Action, Adventure",The Amazing Spider-Man,4,4,
8/9/2023 12:54:56,Male,18 - 25,Selangor,Below RM1000,"Affordable, Have a wide variety of shows",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",1 to 3 hours,"Action, Adventure, Comedy, Drama",The Karate Kid,4,4,
8/9/2023 12:55:36,Male,18 - 25,Penang,RM0,Have a wide variety of shows,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,Less than 1 hour,Action,The Amazing Spider-Man,5,5,
8/9/2023 12:56:19,Male,18 - 25,Terengganu,RM0,"Good original content, Have a wide variety of shows, Good recommendation system",Mobile,Mobile Wallet (eg: Touch 'n Go),"Smart TVs, Smartphones & Tablets","Weekdays, Weekends",1 to 3 hours,"Horror, Thriller, Mystery",The Conjuring,5,5,
8/9/2023 12:58:15,Female,18 - 25,Kedah,RM0,Affordable,Mobile,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",4 to 7 hours,"Action, Adventure, Comedy, Musical",The Amazing Spider-Man,5,5,
8/9/2023 12:58:58,Female,18 - 25,Selangor,RM1000 - RM2000,Good original content,Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",Smart TVs,Weekends,1 to 3 hours,"Action, Adventure, Comedy, Drama, Fantasy, Musical",Spirited Away,4,4,
8/9/2023 13:00:30,Female,18 - 25,Johor,RM0,Have a wide variety of shows,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",Less than 1 hour,"Action, Adventure, Comedy, Drama, Fantasy, Musical",Train to Busan,4,5,
8/9/2023 13:01:15,Female,18 - 25,Johor,RM0,"Affordable, Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs",Weekdays,8 to 10 hours,"Action, Adventure, Fantasy, Romance",To All The Boys I've Loved Before,5,5,
8/9/2023 13:01:58,Male,18 - 25,Kedah,Below RM1000,Have a wide variety of shows,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",More than 10 hours,"Action, Adventure, Drama, Science Fiction, Sports",John Wick: Chapter 3 - Parabellum,5,5,
8/9/2023 13:02:40,Male,18 - 25,Sarawak,RM0,"Affordable, Good original content",Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smart TVs, Smartphones & Tablets",Weekends,Less than 1 hour,"Action, Adventure",The Amazing Spider-Man,3,4,
8/9/2023 13:03:29,Male,18 - 25,Kuala Lumpur,RM3000 - RM5000,"Affordable, Good original content",Premium,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs, Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Adventure, Comedy, Drama, Fantasy, Horror, Thriller, Mystery, Science Fiction, Sports",The Amazing Spider-Man,4,4,
8/9/2023 13:04:12,Male,Below 18,Terengganu,RM0,"Have a wide variety of shows, Good video quality",Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",Smart TVs,Weekends,1 to 3 hours,"Action, Adventure, Comedy, Horror, Thriller",The Amazing Spider-Man,4,4,
8/9/2023 13:05:02,Male,18 - 25,Negeri Sembilan,RM0,"Good original content, Have a wide variety of shows",Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",4 to 7 hours,"Action, Adventure, Drama, Sports",John Wick: Chapter 3 - Parabellum,4,4,
8/9/2023 13:05:44,Male,26 - 35,Terengganu,Below RM1000,"Good original content, Have a wide variety of shows",Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",4 to 7 hours,"Comedy, Drama",Mr Bean's Holiday,3,4,
8/9/2023 13:06:30,Female,Below 18,Kedah,RM0,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smart TVs, Smartphones & Tablets",Weekends,1 to 3 hours,"Action, Adventure, Thriller, Mystery",The Conjuring,4,4,
8/9/2023 13:07:57,Male,Below 18,Perak,RM0,"Good original content, Good video quality",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,Less than 1 hour,Action,The Amazing Spider-Man,4,4,
8/9/2023 13:08:45,Female,26 - 35,Negeri Sembilan,RM5000 and above,"Good original content, Have a wide variety of shows",Premium,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Smart TVs, Smartphones & Tablets","Weekdays, Weekends",More than 10 hours,"Action, Adventure, Comedy, Drama",Spirited Away,5,4,
8/9/2023 13:09:22,Male,18 - 25,Melaka,Below RM1000,Good original content,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops",Weekends,1 to 3 hours,"Action, Adventure, Comedy",Mr Bean's Holiday,4,4,
8/9/2023 13:10:05,Female,18 - 25,Johor,RM3000 - RM5000,Have a wide variety of shows,Standard,Virtual Cards,"Smart TVs, Smartphones & Tablets, PCs & Laptops",Weekends,4 to 7 hours,"Action, Adventure, Drama, Fantasy, Musical",Doctor Cha,4,5,
8/9/2023 13:10:46,Male,Below 18,Kuala Lumpur,RM0,"Good recommendation system, Good video quality",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",4 to 7 hours,"Action, Adventure, Horror, Thriller, Mystery",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 13:11:30,Male,18 - 25,Kuala Lumpur,RM0,"Affordable, Good original content",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops",Weekdays,1 to 3 hours,"Action, Adventure, Comedy",Mr Bean's Holiday,4,4,
8/9/2023 13:12:11,Female,18 - 25,Pahang,RM0,"Have a wide variety of shows, Good recommendation system",Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smart TVs,Weekends,4 to 7 hours,"Action, Adventure, Comedy, Drama, Romance",To All The Boys I've Loved Before,4,4,
8/9/2023 13:12:43,Male,18 - 25,Kuala Lumpur,RM0,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,1 to 3 hours,Adventure,The Amazing Spider-Man,4,3,
8/9/2023 13:13:15,Female,18 - 25,Negeri Sembilan,RM1000 - RM2000,Affordable,Mobile,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,4 to 7 hours,Romance,To All The Boys I've Loved Before,4,4,
8/9/2023 13:14:03,Male,18 - 25,Selangor,Below RM1000,"Affordable, Good original content",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smart TVs, Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",1 to 3 hours,"Action, Adventure, Comedy",John Wick: Chapter 3 - Parabellum,5,4,
8/9/2023 13:14:37,Female,18 - 25,Johor,RM0,Affordable,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,Less than 1 hour,"Action, Adventure",The Amazing Spider-Man,4,4,
8/9/2023 13:15:23,Female,18 - 25,Johor,RM0,"Good original content, Good recommendation system",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",1 to 3 hours,"Action, Adventure, Comedy, Drama, Musical, Romance",Spirited Away,4,4,
8/9/2023 13:42:06,Male,26 - 35,Kedah,RM1000 - RM2000,"Good original content, Have a wide variety of shows, Good recommendation system",Mobile,Mobile Wallet (eg: Touch 'n Go),Smartphones & Tablets,"Weekdays, Weekends",More than 10 hours,"Adventure, Drama, Musical, Thriller, Romance, Sports",The Karate Kid,5,3,
8/9/2023 13:44:49,Female,18 - 25,Negeri Sembilan,Below RM1000,"Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Premium,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)","Game Consoles, Blu-ray Players, Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Comedy, Fantasy, Musical, Horror, Mystery, Romance, Sports",Spirited Away,4,5,
8/9/2023 13:49:36,Male,26 - 35,Kuala Lumpur,Below RM1000,"Affordable, Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Standard,Virtual Cards,"Smart TVs, Set-top Boxes, Blu-ray Players, Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Adventure, Musical, Horror, Thriller, Mystery, Romance",Mr Bean's Holiday,3,4,
8/9/2023 13:50:21,Female,26 - 35,Kuala Lumpur,Below RM1000,"Affordable, Have a wide variety of shows, Good recommendation system, Good video quality",Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Smartphones & Tablets, PCs & Laptops","Weekdays, Weekends",4 to 7 hours,"Action, Comedy, Fantasy, Musical, Horror, Mystery, Romance, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,3,
8/9/2023 13:52:18,Male,18 - 25,Perak,RM0,Good recommendation system,Premium,Virtual Cards,PCs & Laptops,"Weekdays, Weekends",8 to 10 hours,"Action, Comedy, Fantasy, Musical, Horror, Thriller",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 13:53:24,Male,26 - 35,Kuala Lumpur,Below RM1000,"Have a wide variety of shows, Good recommendation system, Good video quality",Premium,Mobile Wallet (eg: Touch 'n Go),Smart TVs,Weekends,1 to 3 hours,"Action, Comedy, Drama, Musical, Thriller, Romance, Sports",Train to Busan,4,3,
8/9/2023 13:54:37,Female,26 - 35,Negeri Sembilan,Below RM1000,"Have a wide variety of shows, Good recommendation system",Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",PCs & Laptops,"Weekdays, Weekends",More than 10 hours,Horror,The Conjuring,5,5,
8/9/2023 13:56:14,Female,26 - 35,Kuala Lumpur,Below RM1000,"Good original content, Have a wide variety of shows",Premium,Mobile Wallet (eg: Touch 'n Go),"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), PCs & Laptops",Weekends,Less than 1 hour,"Adventure, Horror, Mystery, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,3,4,
8/9/2023 13:56:52,Male,Below 18,Perak,RM0,Good recommendation system,Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,Weekends,Less than 1 hour,"Comedy, Drama",Spirited Away,3,2,
8/9/2023 13:58:24,Male,18 - 25,Kelantan,RM0,"Have a wide variety of shows, Good recommendation system, Good video quality",Standard,Mobile Wallet (eg: Touch 'n Go),"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), PCs & Laptops","Weekdays, Weekends",8 to 10 hours,"Adventure, Comedy, Fantasy, Horror, Mystery",To All The Boys I've Loved Before,5,4,
8/9/2023 13:59:34,Male,18 - 25,Negeri Sembilan,Below RM1000,Good video quality,Premium,Netflix Gift Cards,PCs & Laptops,"Weekdays, Weekends",More than 10 hours,"Adventure, Drama, Fantasy, Horror, Mystery, Romance",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,4,
8/9/2023 14:01:43,Female,18 - 25,Negeri Sembilan,Below RM1000,Have a wide variety of shows,Premium,Mobile Wallet (eg: Touch 'n Go),PCs & Laptops,Weekends,4 to 7 hours,"Adventure, Drama, Horror, Mystery",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,4,
8/9/2023 14:02:27,Female,18 - 25,Kedah,RM0,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smartphones & Tablets",Weekends,4 to 7 hours,"Comedy, Mystery, Romance, Sports",Spirited Away,3,4,
8/9/2023 14:03:05,Male,26 - 35,Negeri Sembilan,RM3000 - RM5000,Have a wide variety of shows,Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs",Weekends,8 to 10 hours,"Action, Adventure, Horror",The Amazing Spider-Man,5,5,
8/9/2023 14:03:08,Female,18 - 25,Negeri Sembilan,Below RM1000,"Good original content, Have a wide variety of shows",Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Smart TVs,Weekends,4 to 7 hours,"Adventure, Musical, Romance",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,4,
8/9/2023 14:03:39,Female,18 - 25,Selangor,Below RM1000,Affordable,Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekdays,1 to 3 hours,"Fantasy, Musical, Horror",Train to Busan,3,3,
8/9/2023 14:04:01,Male,18 - 25,Johor,RM1000 - RM2000,Good original content,Basic,Virtual Cards,Smart TVs,Weekends,1 to 3 hours,"Drama, Fantasy, Musical",The Amazing Spider-Man,5,5,
8/9/2023 14:04:40,Male,18 - 25,Melaka,Below RM1000,"Good original content, Good video quality",Standard,,"Streaming Media Players (e.g. Roku, Chromecast, Apple TV)","Weekdays, Weekends",8 to 10 hours,"Action, Adventure, Romance, Psychological",To All The Boys I've Loved Before,4,4,
8/9/2023 14:05:11,Male,Below 18,Pahang,RM0,Affordable,Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV)",Weekends,4 to 7 hours,"Action, Adventure, Comedy, Musical, Horror",Train to Busan,4,2,
8/9/2023 14:05:15,Female,18 - 25,Kuala Lumpur,Below RM1000,Good original content,Premium,Mobile Wallet (eg: Touch 'n Go),"Smart TVs, Smartphones & Tablets",Weekends,More than 10 hours,"Adventure, Drama, Fantasy, Horror, Mystery",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 14:06:10,Male,Below 18,Perlis,RM0,Have a wide variety of shows,Basic,Netflix Gift Cards,Smartphones & Tablets,Weekends,More than 10 hours,"Action, Adventure, Comedy",Doctor Cha,3,3,
8/9/2023 14:06:18,Female,36 - 45,Johor,RM2000 - RM3000,Good original content,Standard,Virtual Cards,"Game Consoles, Set-top Boxes, Blu-ray Players","Weekdays, Weekends",4 to 7 hours,"Action, Comedy, Musical, Thriller, Romance, Sports",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 14:06:36,Female,18 - 25,Selangor,RM1000 - RM2000,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV)",Weekdays,8 to 10 hours,"Comedy, Drama",Spirited Away,2,3,
8/9/2023 14:07:17,Male,26 - 35,Melaka,Below RM1000,Good video quality,Basic,"Partner Payments (eg: Astro Package, Digi, Maxis, Unifi)",PCs & Laptops,"Weekdays, Weekends",More than 10 hours,"Adventure, Drama, Fantasy, Horror, Thriller, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 14:08:25,Male,18 - 25,Melaka,RM1000 - RM2000,"Affordable, Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Standard,Virtual Cards,"Smart TVs, Blu-ray Players",Weekends,1 to 3 hours,"Adventure, Fantasy, Musical, Mystery, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,4,
8/9/2023 14:09:29,Female,36 - 45,Negeri Sembilan,RM5000 and above,"Affordable, Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs, Game Consoles, Set-top Boxes, Blu-ray Players, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Adventure, Drama, Fantasy, Musical, Horror, Thriller, Mystery, Romance, Science Fiction, Sports, Psychological",John Wick: Chapter 3 - Parabellum,5,5,
8/9/2023 14:10:17,Female,18 - 25,Negeri Sembilan,Below RM1000,"Good original content, Have a wide variety of shows, Good recommendation system, Good video quality",Premium,Virtual Cards,"Smart TVs, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Comedy, Drama, Fantasy, Horror, Thriller, Science Fiction",John Wick: Chapter 3 - Parabellum,5,5,
8/9/2023 14:11:30,Female,18 - 25,Sabah,RM1000 - RM2000,Affordable,Premium,Mobile Wallet (eg: Touch 'n Go),Smart TVs,Weekends,1 to 3 hours,"Action, Adventure, Drama, Fantasy, Horror, Thriller, Mystery, Romance, Science Fiction, Sports",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,4,
8/9/2023 14:12:32,Female,Below 18,Perlis,RM0,Good video quality,Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Set-top Boxes,Weekends,Less than 1 hour,"Action, Comedy, Drama",Spirited Away,1,5,
8/9/2023 14:14:30,Male,18 - 25,Kuala Lumpur,RM0,"Good recommendation system, Good video quality",Mobile,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,4 to 7 hours,"Adventure, Comedy",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,3,5,
8/9/2023 14:15:02,Female,18 - 25,Johor,RM0,"Affordable, Have a wide variety of shows, Good recommendation system",Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smartphones & Tablets",Weekends,8 to 10 hours,"Drama, Fantasy, Romance",Train to Busan,3,3,
8/9/2023 14:15:36,Male,18 - 25,Selangor,RM0,Good video quality,Premium,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",8 to 10 hours,"Action, Comedy, Drama, Horror",The Conjuring,5,4,
8/9/2023 14:16:08,Male,18 - 25,Selangor,RM0,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,"Weekdays, Weekends",4 to 7 hours,"Comedy, Horror, Mystery",Mr Bean's Holiday,4,4,
8/9/2023 14:16:56,Female,Below 18,Selangor,RM0,Good original content,Basic,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Streaming Media Players (e.g. Roku, Chromecast, Apple TV)",Weekends,4 to 7 hours,"Adventure, Comedy",John Wick: Chapter 3 - Parabellum,4,4,
8/9/2023 14:17:34,Male,18 - 25,Selangor,RM0,"Good recommendation system, Good video quality",Basic,Netflix Gift Cards,Smartphones & Tablets,"Weekdays, Weekends",4 to 7 hours,"Action, Horror, Sports",The Conjuring,3,4,
8/9/2023 14:20:09,Male,18 - 25,Selangor,RM0,"Good original content, Good video quality",Basic,Netflix Gift Cards,Smartphones & Tablets,Weekends,4 to 7 hours,"Adventure, Drama, Fantasy",The Karate Kid,4,4,
8/9/2023 14:20:40,Female,18 - 25,Kuala Lumpur,RM0,Good video quality,Basic,Netflix Gift Cards,Smartphones & Tablets,Weekends,4 to 7 hours,"Comedy, Romance",To All The Boys I've Loved Before,4,4,
8/9/2023 14:21:16,Female,18 - 25,Kuala Lumpur,RM0,Good video quality,Standard,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smartphones & Tablets,Weekends,4 to 7 hours,"Action, Adventure",Doctor Cha,4,4,
8/9/2023 14:21:57,Female,Below 18,Negeri Sembilan,RM0,Have a wide variety of shows,Standard,"Prepaid Cards (eg: Visa, MasterCard, American Express)",Smart TVs,Weekends,1 to 3 hours,"Comedy, Drama, Fantasy, Musical, Mystery",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
8/9/2023 14:22:38,Male,36 - 45,Melaka,RM0,Have a wide variety of shows,Premium,Virtual Cards,"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Game Consoles, Blu-ray Players, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Action, Drama, Musical, Thriller",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,5,2,
8/9/2023 14:23:37,Male,18 - 25,Kedah,Below RM1000,Good video quality,Premium,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)",Smart TVs,Weekends,1 to 3 hours,"Drama, Musical, Horror, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,2,3,
8/9/2023 14:24:55,Female,18 - 25,Terengganu,RM0,"Good original content, Good video quality",Basic,Netflix Gift Cards,Smartphones & Tablets,Weekends,4 to 7 hours,"Comedy, Romance",To All The Boys I've Loved Before,4,4,
8/9/2023 14:25:29,Female,18 - 25,Negeri Sembilan,RM0,Good video quality,Premium,"Prepaid Cards (eg: Visa, MasterCard, American Express)","Game Consoles, Blu-ray Players, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Comedy, Fantasy, Musical, Thriller, Mystery, Science Fiction, Psychological",Spirited Away,3,5,
8/9/2023 14:25:31,Female,18 - 25,Johor,Below RM1000,"Good recommendation system, Good video quality",Standard,Netflix Gift Cards,Smartphones & Tablets,"Weekdays, Weekends",8 to 10 hours,"Comedy, Drama, Romance",To All The Boys I've Loved Before,5,4,
8/9/2023 14:26:50,Male,26 - 35,Kuala Lumpur,RM0,"Affordable, Have a wide variety of shows, Good recommendation system",Basic,Mobile Wallet (eg: Touch 'n Go),"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Set-top Boxes, Smartphones & Tablets","Weekdays, Weekends",More than 10 hours,"Adventure, Drama, Musical, Thriller, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,2,
8/9/2023 14:28:09,Male,26 - 35,Kelantan,Below RM1000,"Have a wide variety of shows, Good video quality",Premium,"Credit and Debit Cards (eg: Visa, MasterCard, American Express)","Smart TVs, PCs & Laptops","Weekdays, Weekends",More than 10 hours,"Comedy, Fantasy, Musical, Thriller",Maamannan,4,5,
8/9/2023 14:29:33,Male,18 - 25,Melaka,Below RM1000,"Affordable, Have a wide variety of shows, Good recommendation system",Basic,Mobile Wallet (eg: Touch 'n Go),"Streaming Media Players (e.g. Roku, Chromecast, Apple TV), Smart TVs, Set-top Boxes",Weekends,8 to 10 hours,"Action, Comedy, Drama, Musical, Horror, Mystery, Science Fiction",Demon Slayer: Kimetsu no Yaiba – The Movie: Mugen Train,4,3,
